sender,recipient,date,end date
"Power, Revd Joseph","Henslow, J. S.",1828-09-30,1828-09-30
"Hooker, William Jackson","Henslow, J. S.",1829-05-17,1829-05-17
"Hooker, William Jackson","Henslow, J. S.",1829-10-12,1829-10-12
"Bloxam, Revd Andrew","Henslow, J. S.",1829-10-27,1829-10-27
"Hooker, William Jackson","Henslow, J. S.",1830-01-08,1830-01-08
"Hooker, William Jackson","Henslow, J. S.",1830-01-08,1830-01-08
"Vachell, G. H.","Henslow, J. S.",1830-01-26,1830-01-26
"Peete, William","Henslow, J. S.",1830-06-26,1830-06-26
"Lowe, R. T.","Henslow, J. S.",1830-08-22,1830-08-22
"Smith, G. E.","Henslow, J. S.",1831-04-06,1831-04-06
"Audubon, J. J.","Henslow, J. S.",1831-04-28,1831-04-28
"Ward, James","Henslow, J. S.",1831-06-15,1831-06-15
"Ramsay, Lauderdale","Henslow, J. S.",1831-08-01,1831-08-01
"Whewell, William","Henslow, J. S.",1831-08-11,1831-08-11
"Henslow, J. S.","Whewell, William",1831-08-14,1831-08-14
"Ramsay, E. B.","Henslow, J. S.",1831-08-16,1831-08-16
"Henslow, J. S.","Daubeny, Charles",1831-10-17,1831-10-17
"Henslow, J. S.","Phillips, John",1832-11-20,1832-11-20
"Henslow, J. S.","Phillips, John",1832-11-20,1832-11-20
"Brown, Robert","Henslow, J. S.",1833-06-18,1833-06-18
"Henslow, J. S.","Buckland, William",1833-09-05,1833-09-05
"Henslow, J. S.","Buckland, William",1833-09-05,1833-09-05
"Henslow, J. S.","Buckland, William",1833-09-05,1833-09-05
"Buckland, William","Henslow, J. S.",1833-09-11,1833-09-11
"Buckland, William","Henslow, J. S.",1833-09-11,1833-09-11
"Buckland, William","Henslow, J. S.",1833-09-11,1833-09-11
"Buckland, William","Henslow, J. S.",1833-09-11,1833-09-11
"Daubeny, Charles","Henslow, J. S.",1834-01-18,1834-01-18
"Henslow, J. S.","Baxter, William",1834-03-22,1834-03-22
"Henslow, J. S.","Phillips, John",1834-08-20,1834-08-20
"Henslow, J. S.","Phillips, John",1834-08-20,1834-08-20
"Henslow, J. S.","Dale, J. C.",1835-04-02,1835-04-02
"Henslow, J. S.","Hutton, William",1838-11-25,1838-11-25
"Ansted, David Thomas","Henslow, J. S.",1839-12-19,1839-12-19
"Henslow, J. S.","Hutton, William",1839-12-22,1839-12-22
"Henslow, J. S.","Hutton, William",1839-12-22,1839-12-22
"Henslow, J. S.","Hutton, William",1839-12-22,1839-12-22
"Henslow, J. S.","Hutton, William",1839-12-22,1839-12-22
"Bloxam, Revd Andrew","Henslow, J. S.",1840-01-16,1840-01-16
"Carpenter, William B.","Henslow, J. S.",1840-02-07,1840-02-07
"Carpenter, William B.","Henslow, J. S.",1840-02-07,1840-02-07
"Henslow, J. S.","Hutton, William",1840-04-28,1840-04-28
"Henslow, J. S.","Hutton, William",1840-06-25,1840-06-25
"Henslow, J. S.","Hutton, William",1840-06-25,1840-06-25
"Henslow, J. S.","Hutton, William",1840-06-25,1840-06-25
"Henslow, J. S.","Hutton, William",1840-06-25,1840-06-25
"Henslow, J. S.",Unknown,1840-07-15,1840-07-15
"Bowman, J. E.","Henslow, J. S.",1841-03-01,1841-03-01
"Henslow, J. S.","Sedgwick, Adam",1841-10-05,1841-10-05
"Smith, Charles Roach","Henslow, J. S.",1844-07-10,1844-07-10
"Smith, Charles Roach","Henslow, J. S.",1844-07-10,1844-07-10
"Smith, Charles Roach","Henslow, J. S.",1844-07-10,1844-07-10
"Henslow, J. S.","Buckland, William",1845-07-10,1845-07-10
"Henslow, J. S.","Buckland, William",1845-07-10,1845-07-10
"Henslow, J. S.","Sedgwick, Adam",1846-12-03,1846-12-03
"Daubeny, Charles","Henslow, J. S.",1847-07-02,1847-07-02
"Henslow, J. S.","Herschel, Sir J. F. W.",1848-11-30,1848-11-30
"Sedgwick, Adam","Henslow, J. S.",1849-01-11,1849-01-11
"Whewell, William","Henslow, J. S.",1849-03-02,1849-03-02
"Eagle, Francis K.","Henslow, J. S.",1849-10-19,1849-10-19
"Eagle, Francis K.","Henslow, J. S.",1849-11-05,1849-11-05
"Eagle, Francis K.","Henslow, J. S.",1849-11-05,1849-11-05
"Pollock, Algernon","Henslow, J. S.",1850-02-13,1850-02-13
"Horner, Leonard","Henslow, J. S.",1850-08-16,1850-08-16
"Romilly, Joseph","Henslow, J. S.",1850-08-29,1850-08-29
"Cumming, Joseph George","Henslow, J. S.",1850-10-02,1850-10-02
"Pollock, Algernon","Henslow, J. S.",1851-02-19,1851-02-19
"Pollock, Algernon","Henslow, J. S.",1851-02-19,1851-02-19
"Pollock, Algernon","Henslow, J. S.",1851-02-19,1851-02-19
"Pollock, Algernon","Henslow, J. S.",1851-02-19,1851-02-19
"Pollock, Algernon","Henslow, J. S.",1851-02-19,1851-02-19
"Pollock, Algernon","Henslow, J. S.",1851-02-19,1851-02-19
"Pollock, Algernon","Henslow, J. S.",1851-02-19,1851-02-19
"Pollock, Algernon","Henslow, J. S.",1851-02-19,1851-02-19
"Pollock, Algernon","Henslow, J. S.",1851-02-19,1851-02-19
"Pollock, Algernon","Henslow, J. S.",1851-02-19,1851-02-19
"Pollock, Algernon","Henslow, J. S.",1851-02-19,1851-02-19
"Pollock, Algernon","Henslow, J. S.",1851-02-19,1851-02-19
"Ransome, Frederick","Henslow, J. S.",1851-02-28,1851-02-28
"Bowerbank, James Scott","Henslow, J. S.",1851-12-28,1851-12-28
"Bowerbank, James Scott","Henslow, J. S.",1851-12-28,1851-12-28
"Bowerbank, James Scott","Henslow, J. S.",1851-12-28,1851-12-28
"Bowerbank, James Scott","Henslow, J. S.",1851-12-28,1851-12-28
"De la Beche, H. T.","Henslow, J. S.",1852-02-10,1852-02-10
"De la Beche, H. T.","Henslow, J. S.",1852-02-10,1852-02-10
"Carpenter, P. P.","Henslow, J. S.",1853-01-21,1853-01-21
"Miller, W. H.","Henslow, J. S.",1853-10-25,1853-10-25
"Miller, W. H.","Henslow, J. S.",1853-10-25,1853-10-25
"Faraday, Michael","Henslow, J. S.",1853-11-05,1853-11-05
"Henslow, J. S.","Jenyns, Leonard",1853-11-07,1853-11-07
"Henslow, J. S.","Gould, John.",1854-06-21,1854-06-21
"Henslow, J. S.","Gould, John.",1854-06-26,1854-06-26
"Prestwich, Joseph","Henslow, J. S.",1855-01-23,1855-01-23
"Prestwich, Joseph","Henslow, J. S.",1855-01-23,1855-01-23
"Henslow, J. S.",Unknown,1855-05-14,1855-05-14
"Murchison, Roderick","Henslow, J. S.",1855-06-06,1855-06-06
"Murchison, Roderick","Henslow, J. S.",1855-06-06,1855-06-06
"Henslow, J. S.",Lester,1855-06-25,1855-06-25
"Henslow, J. S.",Lester,1855-06-25,1855-06-25
"Wilson, William","Henslow, J. S.",1855-08-25,1855-08-25
"Billing, Archibald","Henslow, J. S.",1855-11-22,1855-11-22
"Horner, Leonard","Henslow, J. S.",1855-12-03,1855-12-03
"Billing, Archibald","Henslow, J. S.",1855-12-08,1855-12-08
"Heywood, James","Henslow, J. S.",1855-12-11,1855-12-11
"Colchester, William","Henslow, J. S.",1856-01-26,1856-01-26
"Colchester, William","Henslow, J. S.",1856-01-26,1856-01-26
"Carpenter, William B.","Henslow, J. S.",1856-04-06,1856-04-06
"Carpenter, William B.","Henslow, J. S.",1856-04-18,1856-04-18
"Cumming, Joseph George","Henslow, J. S.",1856-06-06,1856-06-06
"Belper, Lord","Henslow, J. S.",1856-09-14,1856-09-14
"Ducie, Lord","Henslow, J. S.",1856-12-31,1856-12-31
"Ducie, Lord","Henslow, J. S.",1856-12-31,1856-12-31
"Henslow, J. S.","Jenyns, Leonard",1857-06-12,1857-06-12
"Henslow, J. S.","Jenyns, Leonard",1857-06-12,1857-06-12
"Horner, Leonard","Henslow, J. S.",1857-09-12,1857-09-12
"Hooker, J. D.","Henslow, J. S.",1858-03-21,1858-03-21
"Sedgwick, Adam","Henslow, J. S.",1858-11-06,1858-11-06
"Henslow, J. S.","Sedgwick, Adam",1858-12-27,1858-12-27
"Henslow, J. S.","Sedgwick, Adam",1858-12-27,1858-12-27
"Jenyns, Leonard","Henslow, J. S.",1859-11-21,1859-11-21
